setting,regime,sweep,sweep_value,method,expected_R,R_total,R_success,R_failed,mean_F1,sd_F1,se_F1,ci95_low,ci95_high,plot_ci95_low,plot_ci95_high,mean_runtime_sec
all_poisson,restricted,sample_size,800.0,Poisson-only DP,100,100,100,0,0.9515072043898131,0.06495811403015081,0.006495811403015081,0.9387754140399035,0.9642389947397226,0.9387754140399035,0.9642389947397226,0.10596755999991725
all_poisson,restricted,sample_size,800.0,ODS,100,100,100,0,0.7018457690293063,0.10649289382944935,0.010649289382944935,0.6809731618387342,0.7227183762198783,0.6809731618387342,0.7227183762198783,0.2974254029999429
all_poisson,restricted,sample_size,800.0,PC-RCIT,100,100,100,0,0.3837409802697863,0.21786758752578766,0.021786758752578766,0.34103893311473193,0.4264430274248407,0.34103893311473193,0.4264430274248407,3.7809037489995534
all_poisson,restricted,sample_size,800.0,PB-SCM,100,100,100,0,0.16680819129271135,0.14951702240635872,0.014951702240635873,0.13750285490106504,0.19611352768435766,0.13750285490106504,0.19611352768435766,4.981090039999908
all_poisson,restricted,sample_size,800.0,PB-SCM-PGF,100,100,100,0,0.007047619047619045,0.03088648774794078,0.003088648774794078,0.0009938674490226514,0.013101370646215438,0.0009938674490226514,0.013101370646215438,0.19098764199959986
all_poisson,restricted,sample_size,1600.0,Proposed DP-BIC,100,100,100,0,0.9806101449275364,0.037576718062325674,0.0037576718062325674,0.9732451081873206,0.9879751816677522,0.9732451081873206,0.9879751816677522,5.211211004000143
all_poisson,restricted,sample_size,1600.0,Greedy-BIC,100,100,100,0,0.7796187768752985,0.25333845429610413,0.025333845429610414,0.7299644398332621,0.8292731139173348,0.7299644398332621,0.8292731139173348,0.6138950389998353
all_poisson,restricted,sample_size,1600.0,Poisson-only DP,100,100,100,0,0.9806101449275364,0.037576718062325674,0.0037576718062325674,0.9732451081873206,0.9879751816677522,0.9732451081873206,0.9879751816677522,0.16903748099997756
all_poisson,restricted,sample_size,1600.0,ODS,100,100,100,0,0.7296362622324272,0.12312237929229633,0.012312237929229633,0.7055042758911371,0.7537682485737173,0.7055042758911371,0.7537682485737173,0.39302065800045966
all_poisson,restricted,sample_size,1600.0,PC-RCIT,100,100,100,0,0.4709656446102469,0.21553172008905394,0.021553172008905393,0.42872142747279235,0.5132098617477014,0.42872142747279235,0.5132098617477014,5.761473555000266
all_poisson,restricted,sample_size,1600.0,PB-SCM,100,100,100,0,0.32883696305489274,0.16876187550662725,0.016876187550662725,0.2957596354555938,0.3619142906541917,0.2957596354555938,0.3619142906541917,7.568731939999925
all_poisson,restricted,sample_size,1600.0,PB-SCM-PGF,100,100,100,0,0.01232142857142857,0.057693449066087275,0.005769344906608727,0.001013512554475465,0.023629344588381673,0.001013512554475465,0.023629344588381673,0.31184830500002136
all_poisson,restricted,sample_size,3200.0,Proposed DP-BIC,100,100,100,0,0.9880260869565217,0.03316977420496845,0.0033169774204968453,0.9815248112123479,0.9945273627006955,0.9815248112123479,0.9945273627006955,10.001659196000618
all_poisson,restricted,sample_size,3200.0,Greedy-BIC,100,100,100,0,0.8580868001563654,0.19876205523443294,0.019876205523443293,0.8191294373304165,0.8970441629823143,0.8191294373304165,0.8970441629823143,1.2043066090002685
all_poisson,restricted,sample_size,3200.0,Poisson-only DP,100,100,100,0,0.9904956521739132,0.024762402547285685,0.0024762402547285683,0.9856422212746452,0.9953490830731813,0.9856422212746452,0.9953490830731813,0.2969578779996664
all_poisson,restricted,sample_size,3200.0,ODS,100,100,100,0,0.7671830574609894,0.12133994021065843,0.012133994021065842,0.7434004291797003,0.7909656857422784,0.7434004291797003,0.7909656857422784,0.5782101519998105
